Study Name	V_single_crystal
Sample Name	0dpa
Run Name	85degreesSpot3
Operator	Angus Wylie
Date	8/5/2019
Time	14:30
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	14:32:21
	
Time	Amplitude
2.470000E-8	2.347598E-2
2.475000E-8	2.257326E-2
2.480000E-8	2.168081E-2
2.485000E-8	2.080892E-2
2.490000E-8	1.994730E-2
2.495000E-8	1.911652E-2
2.500000E-8	1.834570E-2
2.505000E-8	1.763825E-2
2.510000E-8	1.698561E-2
2.515000E-8	1.641520E-2
2.520000E-8	1.596469E-2
2.525000E-8	1.563410E-2
2.530000E-8	1.541826E-2
2.535000E-8	1.532919E-2
2.540000E-8	1.538229E-2
2.545000E-8	1.557414E-2
2.550000E-8	1.589960E-2
2.555000E-8	1.634668E-2
2.560000E-8	1.688112E-2
2.565000E-8	1.749607E-2
2.570000E-8	1.818468E-2
2.575000E-8	1.892981E-2
2.580000E-8	1.970749E-2
2.585000E-8	2.050401E-2
2.590000E-8	2.129711E-2
2.595000E-8	2.207650E-2
2.600000E-8	2.284219E-2
2.605000E-8	2.359931E-2
2.610000E-8	2.433417E-2
2.615000E-8	2.503477E-2
2.620000E-8	2.569082E-2
2.625000E-8	2.632290E-2
2.630000E-8	2.691730E-2
2.635000E-8	2.744146E-2
2.640000E-8	2.790567E-2
2.645000E-8	2.830650E-2
2.650000E-8	2.860969E-2
2.655000E-8	2.881696E-2
2.660000E-8	2.892659E-2
2.665000E-8	2.890432E-2
2.670000E-8	2.875015E-2
2.675000E-8	2.849492E-2
2.680000E-8	2.811979E-2
2.685000E-8	2.763845E-2
2.690000E-8	2.706804E-2
2.695000E-8	2.640684E-2
2.700000E-8	2.567370E-2
2.705000E-8	2.489088E-2
2.710000E-8	2.407037E-2
2.715000E-8	2.322760E-2
2.720000E-8	2.236428E-2
2.725000E-8	2.147868E-2
2.730000E-8	2.060165E-2
2.735000E-8	1.975545E-2
2.740000E-8	1.894180E-2
2.745000E-8	1.814185E-2
2.750000E-8	1.736589E-2
2.755000E-8	1.664645E-2
2.760000E-8	1.600409E-2
2.765000E-8	1.543197E-2
2.770000E-8	1.494378E-2
2.775000E-8	1.454980E-2
2.780000E-8	1.424489E-2
2.785000E-8	1.403763E-2
2.790000E-8	1.393827E-2
2.795000E-8	1.395369E-2
2.800000E-8	1.409758E-2
2.805000E-8	1.437679E-2
2.810000E-8	1.477933E-2
2.815000E-8	1.529836E-2
2.820000E-8	1.593215E-2
2.825000E-8	1.666015E-2
2.830000E-8	1.747894E-2
2.835000E-8	1.837824E-2
2.840000E-8	1.932722E-2
2.845000E-8	2.027962E-2
2.850000E-8	2.122345E-2
2.855000E-8	2.215530E-2
2.860000E-8	2.305631E-2
2.865000E-8	2.389223E-2
2.870000E-8	2.464421E-2
2.875000E-8	2.530884E-2
2.880000E-8	2.589467E-2
2.885000E-8	2.641026E-2
2.890000E-8	2.684707E-2
2.895000E-8	2.720679E-2
2.900000E-8	2.749627E-2
2.905000E-8	2.772067E-2
2.910000E-8	2.788340E-2
2.915000E-8	2.797761E-2
2.920000E-8	2.798446E-2
2.925000E-8	2.789710E-2
2.930000E-8	2.770012E-2
2.935000E-8	2.738151E-2
2.940000E-8	2.695498E-2
2.945000E-8	2.640513E-2
2.950000E-8	2.573194E-2
2.955000E-8	2.495768E-2
2.960000E-8	2.408579E-2
